,name,id,office,position,cars_info,cars_family_info,all_cars_sum_uah_mln,monthly_salary,all_salary,car_years,all_estate,group,group_car,group_flat,group_years
4209,Пешков Марко Іванович,vulyk_45_15,Загальний апеляційний суд,суддя апеляційного суду львівської області,Hyundai Santa FE;;,Hyundai Accent;;;;,0.46,20135.0,23367.0,1.6,377.0,суди,low,low,superlow
4234,Письменний Артем Миколайович,vulyk_10_69,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,головний державний інспектор відділу митного оформлення № 5 митного посту тиса чопської митниці міндоходів,Volkswagen Golf VI;;,;;;;,0.18,3856.0,3856.0,3.9,591.0,митники,low,medium,medium
4252,Плюшко Ігор Анатолійович,vulyk_8_37,Вищий господарський суд,суддя вищого господарського суду україни,;;,Audi A6;;,0.35,23853.0,23853.0,1.2,465.0,суди,low,low,superlow
4264,Повєткін Володимир Веніамінович,vulyk_41_161,Загальний апеляційний суд,суддя апеляційного суду дніпропетровської області,Nissan X-Trail;Subaru Forester;;,;;;;,0.46,21455.0,21455.0,1.8,438.0,суди,low,low,superlow
4271,Погрібний Микола Олексійович,vulyk_15_124,Загальний місцевий суд,суддя суворівського районного суду м. одеси,Volkswagen Touareg;;,Volkswagen Tiguan;;;,0.84,24602.0,28046.0,2.5,530.0,суди,medium,medium,medium
4276,Подобайло Зоя Григорівна,vulyk_56_137,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,;;,Mitsubishi Pajero Sport;Toyota Highlander;Toyota Venza,0.87,18100.0,22676.0,3.2,425.0,суди,medium,low,medium
4281,Подорога Віктор Миколайович,vulyk_35_55,Загальний апеляційний суд,суддя апеляційного суду черкаської області,Toyota Rav 4;Audi 80;,;;;;,0.2,22087.0,27537.0,0.6,309.0,суди,low,low,superlow
4287,Пойдолова Марія Пантеліївна,vulyk_14_130,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник відділу податкового аудиту дпі у ренійському районі гу міндоходів в одеській області,Toyota Rav 4;;;,Toyota Land Cruiser;Honda Accord;Mitsubishi;,0.52,4192.0,4192.0,10.4,906.0,митники,medium,medium,high
4309,Полюхович Олег Іванович,vulyk_27_153,Загальний апеляційний суд,голова апеляційного суду рівненської області,Mercedes-Benz B 180;;,Mercedes-Benz E 220;;,0.58,21817.0,21817.0,2.2,220.0,суди,medium,superlow,medium
4310,Поляк Олена Іванівна,vulyk_8_58,Вищий господарський суд,суддя вищого господарського суду україни,Mercedes-Benz ML 350;;,;;,0.28,9250.0,32440.0,0.7,374.0,суди,low,low,superlow
4311,Поляков Борис Мусійович,vulyk_8_79,Вищий господарський суд,суддя вищого господарського суду україни,;;,Volkswagen Tiguan;;,0.27,22040.0,34862.0,0.7,327.0,суди,low,low,superlow
4313,Полянський Анатолій Григорович,vulyk_8_59,Вищий господарський суд,суддя вищого господарського суду україни,Mercedes-Benz S 550;;,Toyota Rav 4;;,0.67,23897.0,25236.0,2.2,781.0,суди,medium,medium,medium
4316,Полєв Дмитро Миколайович,vulyk_41_32,Господарський місцевий суд,суддя господарського суду дніпропетровської області,Infiniti M;Lexus QX;Suzuki Grand Vitara;,;;;;,0.56,18495.0,18495.0,2.5,96.0,суди,medium,superlow,medium
4317,Полєйко Віталій Олександрович,vulyk_10_23,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника дніпропетровської митниці державної фіскальної служби,Lexus RX 350;;,Lexus RX 350;;;;,0.93,4245.0,4245.0,18.2,776.0,митники,medium,medium,high
4322,Поліщук Валерій Васильович,vulyk_23_172,Загальний місцевий суд,голова гайворонського районного суду кіровоградської області,;;,Mitsubishi Lancer;;,0.12,20380.0,22840.0,0.4,337.0,суди,low,low,superlow
4324,Поліщук Володимир Юзефович,vulyk_8_78,Вищий господарський суд,суддя вищого господарського суду україни,Volkswagen Golf;Honda Accord;,;;,0.31,20070.0,20070.0,1.3,434.0,суди,low,low,superlow
4350,Попадюк Володимир Семенович,vulyk_33_87,Міністерство внутрішніх справ,начальник ндекц при умвс україни в чернівецькій області,Toyota Rav 4;;;,;;;,0.18,8405.0,14769.0,1.0,302.0,МВС,low,low,superlow
