,name,id,office,position,cars_info,cars_family_info,all_cars_sum,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_estate,group,car_years,group_car,group_flat,group_years
4588,Піковський Ігор Олександрович,vulyk_58_84,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,голова наглядової ради пат промзв'язок,Lexus LX 570;;,;;;,59445.0,713340.0,0.71,69590.0,8192.0,77782.0,875.0,митники,0.8,medium,medium,superlow
4599,Піонтковський Владислав Олегович,vulyk_2_227,Прокуратура,старший прокурор шепетівської міжрайонної прокуратури,Toyota Carina II;;,;;,3369.0,40428.0,0.04,7319.0,0.0,7319.0,1496.0,суди,0.5,superlow,high,superlow
4621,Радченко Олена Вікторівна,vulyk_16_59,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника державної податкової інспекції у московському районі м. харкова головного управління міндоходів у харківській області,Daihatsu Terios;;,Peugeot 605;Toyota Land Cruiser Prado;Volkswagen Caddy;;;;,51404.0,616848.0,0.62,4740.0,3898.0,8638.0,147.0,митники,6.0,low,superlow,medium
4629,Ракітський Василь Миколайович,vulyk_34_139,Міністерство внутрішніх справ,т. в. о. заступника начальника орджонікідзевського рв харківського му гумвс україни в харківській області,Toyota;;,;;,49201.0,590412.0,0.59,6801.0,0.0,6801.0,64.0,МВС,7.2,low,superlow,high
4636,Ратушенко Олександр Миколайович,vulyk_33_195,Загальний місцевий суд,суддя сокирянського районного суду чернівецької області,;;;,Volkswagen Passat CC;Volkswagen Touareg;;,72979.0,875748.0,0.88,12913.0,1250.0,14163.0,119.0,суди,5.2,medium,superlow,medium
4637,Ратушенко Сергій Миколайович,vulyk_33_71,Міністерство внутрішніх справ,заступник начальника умвс україни в чернівецькій області-начальник кримінальної міліції,;;;,Mercedes-Benz Vito;Mercedes-Benz E 270;Audi Q5;,67245.0,806940.0,0.81,0.0,0.0,0.0,274.0,МВС,inf,medium,superlow,high
4638,Ратушняк Ігор Олександрович,vulyk_19_199,Загальний місцевий суд,голова тиврівського районного суду вінницької області,SsangYong Rodius;MG 3 Cross;,;;,14552.0,174624.0,0.17,18569.0,0.0,18569.0,664.0,суди,0.8,superlow,low,superlow
4660,Репешко Ігор Володимирович,vulyk_57_79,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника управління дфс,;;;,Toyota Land Cruiser Prado;Toyota Rav 4;;,48186.0,578232.0,0.58,8838.0,13095.0,21933.0,473.0,митники,2.2,low,superlow,superlow
4668,Рибаков Микола Володимирович,vulyk_14_110,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у приморському районі міста одеси гу дфс в одеській області,Lexus GX 460;Lexus GS 300;;,Lexus GX 460;Lexus GS 300;Toyota Yaris;,142334.0,1708008.0,1.71,2397.0,0.0,2397.0,752.0,митники,59.4,high,medium,high
4671,Рибалка Юрій Володимирович,vulyk_26_149,Загальний місцевий суд,суддя автозаводського районного суду м. кременчука полтавської області,;;,Skoda Octavia;Peugeot 107;Skoda Superb;,45727.0,548724.0,0.55,15095.0,0.0,15095.0,31.0,суди,3.0,low,superlow,low
4720,Розізнана Інна Вікторівна,vulyk_55_158,Апеляційний господарський суд,суддя рівненського апеляційного господарського суду,Toyota Venza‎;,Audi A6;;,64060.0,768720.0,0.77,18396.0,0.0,18396.0,102.0,суди,3.5,medium,superlow,low
4728,Романишена Інна Павлівна,vulyk_51_148,Загальний місцевий суд,суддя шевченківського районного суду м. києва,Lexus RX 350;;;,Lexus ES 250;;;;,60556.0,726672.0,0.73,0.0,4090.0,4090.0,134.0,суди,14.8,medium,superlow,high
4738,Романчук Сергій Гарійович,vulyk_2_23,Прокуратура,заступник прокурора малиновського району м. одеси одеської області,Toyota Corolla;Mercedes-Benz ML 350;,Toyota Corolla;;,48810.0,585720.0,0.59,10458.0,2834.0,13292.0,64.0,суди,3.7,low,superlow,low
4745,Романюк Ярослав Михайлович,vulyk_56_151,Верховний суд,"суддя, голова верховного суду україни",Volvo S80;Volvo XC60;,;;,57800.0,693600.0,0.69,28528.0,0.0,28528.0,150.0,суди,2.0,low,superlow,superlow
4746,Романяк Дмитро Михайлович,vulyk_23_118,Прокуратура,заступник прокурора дарницького району міста києва,Lexus GS 350;Lexus GX 460;,;;,95946.0,1151352.0,1.15,7632.0,1504.0,9136.0,0.0,суди,10.5,high,superlow,high
4753,Ростем Олександр Іванович,vulyk_37_193,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у волноваському районі гу міндоходів у донецькій області,;;,ВАЗ 2121;Hyundai Accent;Kia Mohave;Hyundai Genesis;Ford Kuga;Kia Optima,110181.0,1322172.0,1.32,6080.0,4291.0,10371.0,477.0,митники,10.6,high,superlow,high
4763,Руденко Аліна Едуардівна,vulyk_3_18,Прокуратура,прокурор прокуратури дніпровського району м. києва,Toyota Rav 4;,Toyota Avalon;;;,50312.0,603744.0,0.6,2181.0,10832.0,13013.0,64.0,суди,3.9,low,superlow,low
